word,ceviri,master,CreatedAt
interleave,"verilerin- işlemlerin belirli bir düzen ile birleştirilmesi, birbirleri ile karışması","operating systems","2024-11-09 16:41:28"
dispersion,"dağılma, yayılma","ibm data analyst","2024-11-25 09:30:15"
deviation,"sapma, yoldan çıkma","ibm data analyst","2024-11-25 09:37:36"
variance,"veri kümesindeki bir değerin ortalamadan ne kadar uzaklaştığı, varyans","ibm data analyst","2024-11-25 09:39:13"
"standart deviation","veri kümesinde bir değerin ortalamadan ne kadar uzaklaştığı(varyansın karekökü)","ibm data analyst","2024-11-25 09:44:48"
"confidence intervals","güven aralığı, popülasyonda bir parametre tahmin edilirken bunun ne kadar güvenilir olduğu","ibm data analyst","2024-11-25 09:53:45"
"generative ai","üretken yapay zeka","ibm data analyst","2024-11-25 15:36:03"
captivate,"bir şeyi veya birisini büyülemek","ibm data analyst","2024-11-25 15:43:05"
genuine,"eşsiz, gerçek, samimi, dürüst","ibm data analyst","2024-11-25 16:35:19"
warrant,"bir şeyin yapılmasını haklı çıkaran resmi, yeterli izin/ garanti","ibm data analyst","2024-11-25 16:36:56"
flowchart,"sure, algoritma, iş akışını adım adım görselleştiren diyagram","ibm data analyst","2024-11-26 10:03:51"
profit,"karma, gelir","ibm data analyst","2024-11-26 10:03:51"
invoice,"fatura düzenleme ve gönderme","ibm data analyst","2024-11-26 10:03:51"
cell,"hücre, boşluk","ibm data analyst","2024-11-26 10:03:51"
audit,"kuruluşun mali tablolarını, yasalar ve doğruluk için finansal açıdan kontrol denetleme","ibm data analyst","2024-11-26 10:05:42"
subbmission,"teslim etmek, boyun eğmek","ibm data analyst","2024-11-26 11:31:09"
distill,"damıtma, özünü çıkarma",github,"2024-11-27 10:09:47"
ultimate,"nihai, bir sürecin veya amacın en yüksek, en son, en belirleyici, en iyi durumu",github,"2024-11-27 10:09:47"
feature,"ayırt edici, özellik, vurgulamak",github,"2024-11-27 10:09:47"
latent,"gizli, potansiyonel, gözle görülemeyen ancak analiz veya ölçümle ortaya çıkabilen",github,"2024-11-27 10:09:47"
aim,"hedef, amaç, nişan almak",github,"2024-11-27 10:09:47"
fetch,"bir şeyi bir yerden getirmek/ bir şeyin gelir kazandırması",github,"2024-11-27 10:09:47"
candidate,"bir pozisyon, ödül veya görev için değerlendirilen, başvuran kimse",github,"2024-11-27 10:09:48"
framework,"yaklaşım, yöntem/ çerçeve",github,"2024-11-27 10:09:48"
backbone,"omurga, temel güç-destek",github,"2024-11-27 10:09:48"
recent,"yakın bir zamanda gerçekleşen olayları belirtir, yeni, son",github,"2024-11-28 10:09:48"
neural,"sinirsel, sinir ağları",github,"2024-11-28 10:09:48"
author,yazar,github,"2024-11-28 10:09:48"
fatigue,"kulak yorgunluğu, yorgunluk, tükenmişlik",github,"2024-11-28 10:09:48"
endeavor,"çaba, girişim",github,"2024-11-28 10:09:48"
transparency,"şeffaflık, açıklık",github,"2024-11-28 10:09:48"
"relative reference","hücre adresi formülün taşındığı yere göre değişir(elektronik tablolarda)",excel,"2024-11-29 10:09:48"
"absolute reference","hücre adresi formülün taşındığı yere göre değişmez, sabittir(elektronik tablolarda)",excel,"2024-11-29 10:09:48"
asterisk,"yıldız işareti(*), dipnot belirleyici",excel,"2024-11-29 10:09:48"
agent,"bir görevi yerine getiren varlık, yazılım/ temsilci, aracı, ajan",excel,"2024-11-29 10:09:48"
sparse,"bir alanın, matrisin çoğunlukla boş, seyrek olması","recommender systems","2024-12-01 10:09:48"
hence,"bu nedenle, bir çıkarımı veya sonucu ifade etmek için kullanılır","recommender systems","2024-12-01 10:09:48"
dot,nokta,"recommender systems","2024-12-01 10:09:48"
slope,eğim,"recommender systems","2024-12-01 10:09:48"
intercept,"kesişim noktası/ doğrusal regresyonda eğrinin y eksenini kestiği yer/durdurmak, engellemek","recommender systems","2024-12-01 10:09:48"
residual,"bir modelin tahmin ettiği değer ile gözlemlenen gerçek değer arasındaki fark","recommender systems","2024-12-01 10:09:48"
lingo,"belirli bir grup, alan tarafından özgün kullanılan terimlerin oluşturabileceği dil, jargon","recommender systems","2024-12-01 10:09:48"
derivate,"türev, değişim hızı","recommender systems","2024-12-01 10:09:48"
gradient,"çok değişkenli bir fonksiyonun tüm türevlerinin bir vektör olarak bir araya getirilmiş hali","recommender systems","2024-12-01 10:09:48"
descent,"iniş, bir fonksiyonun minimum değerine inmek içi kullanılan optimizasyon yöntemi","recommender systems","2024-12-01 10:09:48"
propose,önermek,"recommender systems","2024-12-01 10:09:48"
encounter,"raslantı, beklenmedik şekilde meydana gelme","recommender systems","2024-12-01 10:09:48"
thus,"böylece, öyleyse","recommender systems","2024-12-01 10:09:48"
uncertainty,belirsiz,"recommender systems","2024-12-01 10:09:49"
in-dept,"derinlemesine, konuya, alana detaylı şekilde odaklanma","recommender systems","2024-12-03 10:53:16"
involve,"içermek, bir şeyin parçası olmak, gerektirmek/ birini bir olaya dahil etmek","recommender systems","2024-12-03 11:23:55"
regardless,"ne olursa olsun, rağmen, engelleri dikkate almadan yapma","recommender systems","2024-12-03 11:27:08"
penalize,"cezalandırmak/ haksızlığa uğratmak","recommender systems","2024-12-03 11:45:32"
proximity,"benzerlik, yakınlık","recommender systems","2024-12-03 14:05:14"
mean,"ortalama/ kaba, narsist","recommender systems","2024-12-03 14:07:12"
cosine,kosinüs,"recommender systems","2024-12-03 14:08:57"
assume,"varsaymak, doğruluğu kanıtlanmadan kabul etmek/ üstlenmek/ duruş, davranış benimsemek","recommender systems","2024-12-03 14:32:37"
due,"bir olayın beklenen nedenle meydana gelmesi, hak talep etme, borcun ödenmesi gereken zaman","recommender systems","2024-12-03 14:35:59"
infer,"çıkarım yapmak","recommender systems","2024-12-03 15:04:53"
inner,"iç kısım, merkez/ içsel duygu-düşünce","recommender systems","2024-12-03 15:07:18"
orthogonal,"vektör uzayında birbirine dik vektörler","recommender systems","2024-12-03 15:22:15"
orthonormal,"vektör uzayında birbirine dik ve eşit büyüklükte vektörler","recommender systems","2024-12-03 15:22:40"
coefficient,"kat sayı","recommender systems","2024-12-03 16:35:55"
inclusion,"bir şeyin bir bütünün parçası olarak kabul edilmesi, içerme","recommender systems","2024-12-03 18:00:07"
wizard,"sihirbaz/ bir görevi adım adım yerine getirmeye yardımcı olan rehber arayüzü",excel,"2024-12-07 21:53:40"
regulation,"düzenleme, belirli bir alanda kontrol sağlıyan kural-yönerge",excel,"2024-12-07 22:14:06"
anonymous,anonim,excel,"2024-12-07 22:14:56"
spelling,"excel'de yazım hatası kontrol fonksiyonu",excel,"2024-12-15 10:50:12"
spell,"bi şeyin açıkça belirtilmesi, harf harf yazılması/ büyü/ kısa zaman dilimi",excel,"2024-12-15 10:51:00"
accessory,"aksesuar, yardımcı ek unsur",excel,"2024-12-16 15:05:30"
declaration,"tanımlama, beyan",github,"2024-12-18 15:05:30"
saprsity,"seyreklik, veri kıtlığı","recommender systems","2024-12-23 12:08:11"
sigh,"bir duygunun ifadesi olarak derin nefes alıp vermek","recommender systems","2024-12-23 12:09:55"
"decoder ring","şifreli bir mesajın çözülmesi için kullanılan araç veya algoritma","recommender systems","2024-12-23 12:50:45"
"dimensionality reduction","boyut azaltma, yükset boyutlu veri kümelerinin daha düşük boyutlu temsillere indirgenmesi","recommender systems","2024-12-23 12:55:53"
explicit,"bir şeyin açıkça ve doğrudan tanımlanması","recommender systems","2024-12-23 14:26:49"
implicit,"dolaylı anlatım, açıkça anlatmama, gizli şekilde anlatma","recommender systems","2024-12-23 14:27:32"
core,"bir sistemin veya uygulamanın en önemli veya temel bileşeni","recommender systems","2024-12-23 14:35:55"
provision,"bir şeyin, sistemin, hizmetin sağlanması, temin edilmesi","recommender systems","2024-12-23 14:54:44"
distinct,"belirgin, farklı, ayırt edilebilir/ veri sistemlerinde yinelenen verileri kaldırmak","recommender systems","2024-12-23 16:02:37"
overfitting,"modelin eğitim verisine aşırı uyum sağlaması, görmediği verilerde kötü performans","recommender systems","2024-12-23 19:43:04"
regularize,"düzenlemek/ overfitting önlemek için kullanılan yöntem, ceza terimleri ekler","recommender systems","2024-12-23 19:55:34"
flexibilty,esneklik,"recommender systems","2024-12-23 19:56:12"
tweak,"küçük, ince bir ayar, değişiklik yapmak","recommender systems","2024-12-23 19:57:56"
exaggerate,abartmak,"recommender systems","2024-12-23 20:04:38"
absolute,"kesin, değişmez/ mutlak değer","recommender systems","2024-12-23 20:07:55"
sensitization,"daha duyarlı hale gelme","recommender systems","2024-12-23 20:28:21"
trend,"belirli bir süre boyunca bir değişkenin yönü/ eğilim, moda","recommender systems","2024-12-23 20:44:12"
tradeoff,"iki ya da daha fazla hedef arasında seçim yapmak ya dengelmek","recommender systems","2024-12-23 20:50:46"
nitty-gritty,"işin özü, asıl önemli nokta","recommender systems","2024-12-23 21:10:57"
strictly,"tam olarak, sadece, katı bir şekilde, kesinlikle","recommender systems","2024-12-23 21:47:49"
artificially,"doğal olmayan, insan müdahalesi ile yapılan, yapay","recommender systems","2024-12-24 12:47:26"
synthesis,"sentez, farklı fikirleri bileşenleri birleştirerek yeni bir bütün oluşturma","recommender systems","2024-12-24 12:53:25"
"come by","bulunmak, edinmek, geçmek, kaynak ya da veriye ulaşmak","recommender systems","2024-12-24 12:55:59"
label,"sınıflandırılma, tanımlanma, etiket, isimlendirme","recommender systems","2024-12-24 12:58:15"
plentiful,"çok sayıda, bol miktarda","recommender systems","2024-12-24 12:59:25"
pitfall,"tuzağa düşme, zor durum, dikkat edilmesi gereken alan","recommender systems","2024-12-24 13:16:22"
duality,"bir problemi farklı bir bakış açısıyla yeniden formüle etme","recommender systems","2024-12-24 14:37:39"
beyond,"bir şeyin sınırlarının ötesinde, kapsamının dışında olma","recommender systems","2024-12-24 14:39:43"
crisp,"kesin, net, belirsizlik içermeyen","recommender systems","2024-12-24 14:41:42"
criteria,"kriter, ölçü, standart",excel,"2024-12-25 15:05:32"
"paged memory","sayfalı bellek yönetimi ram'i sayfa sayfa bölerek kullanır","operating systems","2024-12-31 15:05:00"
swap,"fiziksel bellek yetersiz kalınca belleği sanal belleğe taşımak için kullanılan bir teknik","operating systems","2024-12-31 15:05:00"
fragmented,"parçalanmış/ verilerin veya belleğin parçalanmış olması","operating systems","2024-12-31 15:05:00"
adjacent,"yanında, komşu, bitişik","operating systems","2024-12-31 15:05:00"
idle,"boşta, hareketsiz","operating systems","2024-12-31 15:05:00"
"disk trashing","swap space'nin aşırı kullanılması durumu performans düşüklüğü (düşük ram)","operating systems","2024-12-31 15:05:00"
"swap space","ram yetersiz kaldığında verilerin geçici olarak depolandıkları yer","operating systems","2024-12-31 15:05:00"
contiguous,"verilerin veya veri alanlarının bitişik, yan yana olması durumu","operating systems","2024-12-31 15:05:00"
"critical section problem","çoklu işlemler(threads) arasında paylaşılan ortak kaynakların erişimini yönetme problemi","operating systems","2024-12-31 15:05:00"
alternate,"alternatif, araların değiştirme, sırayla seçme","operating systems","2024-12-31 15:05:00"
humble,"basit, iddialı olmayan, kullanıcı dostu/ alçakgönüllü, mütevazı","operating systems","2025-01-01 15:18:59"
spinlock,"busy waiting'deki semaphore","operating systems","2025-01-01 23:13:40"
"busy waiting","bir process'in tüm kod bitene kadar critical section boşalmasını boş yere beklemesi","operating systems","2025-01-01 23:13:40"
starvation,"bir process belirli bir kaynağa erişemediği için süresi olarak beklemede kalır","operating systems","2025-01-01 23:13:40"
distinguish,"ayırt etmek, farkını belirlemek","operating systems","2025-01-02 23:13:40"
adverse,"olumsuz, ters, zarar verici","operating systems","2025-01-02 23:13:40"
mutual,"karşılıklı, ortak","operating systems","2025-01-02 23:13:40"
inquire,"soruşturma, sorgulama, soru sorma","operating systems","2025-01-02 23:13:40"
tile,"büyük görüntünün veya verinin küçük parçalara bölünmesi","parallel data processing","2025-01-03 01:25:55"
naive,"basit, saf, tecrübesiz","parallel data processing","2025-01-03 01:25:55"
prefix,"bir kelimenin veya dizinin başındaki bir alt dizi/ kelimenin başına gelen ek","parallel data processing","2025-01-03 01:25:55"
hadoop,"büyük veri kümelerini depolamak ve işlemek için open source bir framework","parallel data processing","2025-01-03 01:25:55"
"apache spark","büyük verinin işlenmesi için kullanılan bir open source, distributed processing engine'dir","parallel data processing","2025-01-03 01:25:55"
"structured api","verilerin belirli formatta sunulduğu apiler, organize edilmiş, düzenli","parallel data processing","2025-01-03 01:25:55"
sparksession,"apache spark'ın başlatılmasında kullanılan bir sınıf","parallel data processing","2025-01-03 01:25:55"
schema,"veri tabanındaki veri türlerini ve ilişkilerini ifade eden, tanımlayan terim","parallel data processing","2025-01-03 01:25:55"
transformer,"veri dönüştüren veya işleyen bir fonksiyon-algoritma","parallel data processing","2025-01-03 01:25:55"
"data frame","iki boyutlu veri yapısı, tablosu","parallel data processing","2025-01-03 01:25:55"
estimator,"bir parametreyi veya modeli tahmin etmek için kullanılan yöntem-algoritma ifadesi","parallel data processing","2025-01-03 01:25:55"
"vector assembler","birden fazla sütunu tek sütun haline geriten araç","parallel data processing","2025-01-03 01:25:55"
assemble,"parçaları bir araya getirip bir bütün oluşturmak","parallel data processing","2025-01-03 01:25:55"
"Root Mean Square Error","bir modelin tahminleri ile gerçek değeri arasındaki farkı ölçen işlem","parallel data processing","2025-01-03 01:25:55"
"batch learning","offline öğrenme, verinin tek seferde işlenmesi, stream yok","parallel data processing","2025-01-03 01:25:55"
"structured stream processing","akış verilerinin işlenmesi için yapılandırılmış sezgisel yaklaşım","parallel data processing","2025-01-03 01:25:55"
sink,"işlenilen verilerin işlemlerinin bittiği nokta, çıkış-depolanma fonksiyonu, alanı","parallel data processing","2025-01-03 01:25:55"
kafka,"büyük veri akışını(stream) saklamak, depolamak, işlemek için kullanılan araç","parallel data processing","2025-01-03 01:25:55"
"distributed processing engine","verilerin paralel olarak birden çok makinada işlenmesini sağlayan bir yazılım sistemi","parallel data processing","2025-01-03 13:10:33"
windowing,"büyük verinin bir kısmını alıp analiz etme, özellikle zaman bağlamında kullanılır","parallel data processing","2025-01-03 13:10:33"
"tumbling windows","veri akışı birbirinden bağımsız keisişik pencereler halinde analiz edilir","parallel data processing","2025-01-03 13:13:20"
"sliding windows"," veri akışı iç içe geçebilen pencereler halinde analiz edilir","parallel data processing","2025-01-03 16:07:54"
"session windows","veri akışı sabit bir zaman dilimi yerine etkinlik sürelerini baz alır","parallel data processing","2025-01-03 16:09:24"
parquet,"apache tarafından geliştirilen sütun tabanlı veri depolama aracı","parallel data processing","2025-01-03 16:17:29"
prevention,"engelleme, baştan direkt olmamasını sağlamak","operating systems","2025-01-04 13:14:30"
avoidance,"engelleme, bir şey oluşabilecekken sonradan engelleyebilme","operating systems","2025-01-04 13:14:30"
encapsulate,"bir nesnenin verilerini ve bu verilere erişim yöntemlerini ayarlayıp korumak","object oriented programming","2025-01-04 19:01:47"
"nonpreemptive scheduling","bir işlemciye atanmış görevin bölünmeden çalışması, kesintisiz çalışma","operating systems","2025-01-04 20:26:41"
"turnaround time","bir işin tamamlanması için geçen toplam süre(çıkış - giriş, çalışma + bekleme)","operating systems","2025-01-04 20:33:16"
gantt,"görevin zamanla ilerleme durumunu görselleştiren grafik çeşidi","operating systems","2025-01-04 20:44:26"
parameterized,"bir yapı veya fonskiyonun parametre aldığını belirtir","operating systems","2025-01-05 11:43:33"
segment,"bir bütünün anlamlı, mantıksal, küçük birimi","operating systems","2025-01-05 19:39:56"
paging,"segment'lerin bellekte eşit boyurlu sayfalara bölünmeleri","operating systems","2025-01-05 19:40:32"
rank,"bir matrisin lineer bağımsız satırlarının sayısını belirleyen fonksiyon","parallel data processing","2025-01-07 09:58:07"
"high latency","veri işlenmesi ya da iletilmesi sırasında geçen sürenin uzun olmasının ifadesi","parallel data processing","2025-01-07 09:58:07"
"coarsening strategy","problemin çözüm alanını veya boyutunu küçülterek çözümü daha basit veirmli hale getimek","parallel data processing","2025-01-07 09:58:07"
"task coarsening","küçük görevlerin birleştirilerek büyük az sayıda görevler elde etme","parallel data processing","2025-01-07 09:58:07"
"loop coarsening","bir loopun daha büyük parçalara bölünmesi, birleştirilmesi","parallel data processing","2025-01-07 09:58:07"
associative,"bağlantılı, ilişkilendirilebilir","parallel data processing","2025-01-07 09:58:07"
commututavie,"yer değiştirebilme, sıralamanın önemli olmaması","parallel data processing","2025-01-07 09:58:07"
"sobel filter","görüntü işlemede özellikle kenar algılaması yapılırken kullanılan bir convolution filter","parallel data processing","2025-01-07 17:06:14"
"computer vision","bilgisayarların video ve fotoğraflardan bilgi çıkarmasını amaçlayan araştırma alanı","parallel data processing","2025-01-07 17:06:14"
"convolution mask","bir görüntü üzerinde filtreleme yapılırken convolution işlemi uygulayan matris","parallel data processing","2025-01-07 17:06:14"
partitioning,"verinin küçük parçalara ayrılması","parallel data processing","2025-01-07 17:06:14"
summarizing,"metin veya veirinin ana noktalarını öz bir şekilde ifade etme","parallel data processing","2025-01-07 17:06:14"
reduction,"bir problemi daha basit bir forma indirgeme işlemi/ azaltma, indirgeme","parallel data processing","2025-01-07 17:06:14"
"bionic sort","doğa ilhamlı sıralama algoritması, doğadaki olayları taklit ederek sıralama yapar","parallel data processing","2025-01-07 17:06:14"
"parallel merge","merge fonksiyonunun paralel hali","parallel data processing","2025-01-07 17:06:15"
"bank conflict","birden fazla threadin aynı bellek kısmına erişme sorunu","parallel data processing","2025-01-07 17:06:36"
"atomic function","kullandığı veriye erişimi kullanırken kısıtlayan, tamamlanmayı garanti eden fonksiyon","parallel data processing","2025-01-07 17:06:36"
bin,"belirli aralıklarla gruplanan verinin aralık boyu","parallel data processing","2025-01-07 17:06:36"
privatization,"her thread'in kendi verisini tutması için yaılan optimizasyon yöntemi","parallel data processing","2025-01-07 17:06:36"
"gaussian filter","gürültüyü azaltmak, bulanıklaştırmak için kullanılan bir filtre","parallel data processing","2025-01-07 17:06:36"
"edge detection","görüntü işlemede bir görüntüdeki sınırları kenarları belirlemek için yapılan işlem","parallel data processing","2025-01-07 17:06:37"
"shared memory","aynı bloktaki threadlerin erişebildikleri bellek alanı","parallel data processing","2025-01-07 17:06:59"
"local memory","her threadin kendi depolama alanı","parallel data processing","2025-01-07 17:06:59"
"constant memory","hızlı, sabit depolama kısmı","parallel data processing","2025-01-07 17:06:59"
"texture memory","grafiksel veriler için depolama alanı","parallel data processing","2025-01-07 17:06:59"
cudamemcpoy,"cuda'da cpu ve gpu arasında veri kopyalamak için kullanılan fonksiyon","parallel data processing","2025-01-07 17:06:59"
"coalesced memory access","threadlerin veriye daha verimli şekilde ulaştıkları bir sistem","parallel data processing","2025-01-07 17:06:59"
warp,"bir miktar(genellikle 32) threadten oluşan temel işlem birimi","parallel data processing","2025-01-07 17:06:59"
"temporal locality","yakın zamanda erişilen yere tekara erişme olasılığı dolayısıyla optimizasyon","parallel data processing","2025-01-07 17:06:59"
"spatial locality","yakın konumda erişilen yere erişme olasılığı dolayısıyla optimizasyon","parallel data processing","2025-01-07 17:06:59"
decomposition,"bir problemi küçük-yönetilebilir parçalara bölüp çözmek","parallel data processing","2025-01-07 17:07:14"
host,"bir ağda başka cihazlara hizmet sağlayan veya barındıran bilgisayar-cihaz","parallel data processing","2025-01-07 17:07:14"
device,"hosttan gelen verileri işleyen birim","parallel data processing","2025-01-07 17:07:14"
grid,"threadlerden oluşan bloklardan oluşur/ ızgara çizgisi","parallel data processing","2025-01-07 17:07:14"
block,"threadlerin birleşmesi","parallel data processing","2025-01-07 17:07:14"
"global memory","gpu'nun tüm threadleri tarafından erişilebilen geniş, yavaş bellek alanı","parallel data processing","2025-01-07 17:07:14"
authentication,"kimlik doğrulama",algorithms,"2025-01-10 13:16:15"
"pivot table","verileri özetlemek, analiz etmek, düzenlemek için kullanılan araç",excel,"2025-01-22 12:47:55"
display,"görüntüleme, gösterim",excel,"2025-01-22 12:47:55"
nested,"bir yapının içinde başka bir yapının bulunması, iç içe geçme",excel,"2025-01-22 12:47:55"
pane,"panel, ekranın bir bölümü",excel,"2025-01-22 12:47:55"
underneath,"altında/ gizli, görünmeyen",excel,"2025-01-22 12:47:55"
filter,"kritere göre süzmek, ayıklamak",excel,"2025-01-22 13:17:02"
blank,"boş hücre",excel,"2025-01-22 13:17:02"
"conditional formatting","kritere göre hücre biçimlendirme",excel,"2025-01-22 13:17:02"
"remove duplicates","yinelenen değerleri kaldırma bölümü",excel,"2025-01-22 13:17:02"
"find and select","belirli hücreleri hızlıca bulmak ve gerekiyorsa değiştirmek için kullanılan araç",excel,"2025-01-22 13:17:02"
"insert rows","yeni satır ekleme işlemi",excel,"2025-01-22 13:17:02"
"insert column","yeni sütun ekleme işlemi",excel,"2025-01-22 13:19:38"
"dialog box","kullanıcı etkileşim arayüzü",excel,"2025-01-22 16:58:56"
ascend,"artan sırayla",excel,"2025-01-22 17:05:48"
descend,"azalan sırayla",excel,"2025-01-22 17:06:37"
slicer,"kolaylaştırılmış filtreleme aracı",excel,"2025-01-22 21:21:54"
below,"altında, aşağıda",excel,"2025-01-22 21:40:33"
fleet,"birden fazla sunucunun, cihazın veya sistemin birlikte çalıştığı grup",excel,"2025-01-23 00:55:35"
identical,"iki nesnenin tamamen aynı olması",excel,"2025-01-23 01:52:58"
collapse,"gizlenmek, daraltmak, küçültmek/ yıkılmak, çökmek",excel,"2025-01-23 01:57:50"
expenditure,"bir kurumun-bireyin belirli bir dönemde yaptığı harcamalar",excel,"2025-01-24 12:54:46"
ribbon,"microsoft uygulamalarında üst taraftaki araçları ve menüleri toplayan arayüz/ kurdele",excel,"2025-01-24 14:16:51"
gridline,"ızgara çizgisi/ excel'de tüm hücre kenarlarını belirten çizgiler",excel,"2025-02-04 12:07:05"
"key performance indicator","bir organizasyonun başarısını ölçmek için kullanılan performans göstergesi",excel,"2025-02-04 13:05:57"
decimal,"ondalık, onluk sistem",excel,"2025-02-04 13:09:22"
sheet,"çalışma sayfası/ kağıt yaprak/ çarşaf/ ince tabaka",excel,"2025-02-04 14:18:47"
subtract,"çıkarma, eksiltmek, azaltmak",python,"2025-02-04 16:00:49"
stride,"adım boyutu, her seferde atladığın eleman sayısı/ büyük adım",python,"2025-02-04 16:18:04"
tuple,"python'da değiştirilemez dizi türü",python,"2025-02-04 16:35:39"
append,"python'da listeye eleman ekleyen fonksiyon(inputu tek eleman olarak)/ ekleme",python,"2025-02-04 16:47:25"
concenate,"birleştirmek, uç uca eklemek",python,"2025-02-04 16:53:07"
"set type","python'da sırasız liste, unique elemanlar",python,"2025-02-04 20:12:33"
alias,"takma ad",python,"2025-02-04 20:35:45"
enumerate,"python'da range yerine hem index hem içerik döndürülmesini sağlayan fonksiyon",python,"2025-02-04 21:03:17"
scope,"bir değişkenin veya fonksiyonun erişilebilir olduğu alan",python,"2025-02-04 21:15:03"
mileage,"bir aracın kat ettiği kilometre",python,"2025-02-04 22:38:49"
indent,"girinti, kodlamada satır başlarında bulunun tab-space alanları",python,"2025-02-05 13:01:50"
pandas,"dataframe, series yapıları sağlayan; manipülasyon görsellştirme, analiz için kullanılan kütüphane",python,"2025-02-05 13:25:05"
cast,"bir verinin türünü değiştirme/ atmak, fırlatmak/ oyuncu seçmesi",python,"2025-02-05 13:45:42"
iloc,"pandas'ta data frame ver series içinden index ile veri seçmek için kullanılan fonksiyon",python,"2025-02-05 13:51:50"
loc,"pandas'ta data frame ver series içinden index ve satır ismi ile veri seçen fonksiyon",python,"2025-02-05 13:54:24"
inequality,eşitsizlik,python,"2025-02-05 14:01:43"
slice,"parçalara ayırma, bölme, kesme/ dilim, kesit",python,"2025-02-05 14:25:28"
numpy,"python'da bilimsel hesaplama ve veri analizi için kullanılan kütüphane",python,"2025-02-05 15:57:07"
"dot product","nokta çarpımı, iki vektörün bileşenleri arasındaki ilişkiyi ölçen çarpım",python,"2025-02-05 16:33:42"
boradcasting,"farklı boyutlara sahip veri yapılarının birbiri ile işlem yapmasını sağlayan işlem",python,"2025-02-05 16:35:53"
linspace,"numpy kütüphanesinde bir aralıkta, belirli sayıda, eşit aralıklı sayılar üreten fonksiyon",python,"2025-02-05 16:39:33"
perpendicular,"birbirine dik",python,"2025-02-05 16:52:54"
"rest api","ver servislerini oluşturmak için oluşturulan api",python,"2025-02-05 18:35:04"
pycoingecko,"coingecko api'sini kullanarak python'da webden kripto para verisi çekmen kütüphane",python,"2025-02-05 18:39:19"
wrap,"veriyi sarmak, kaplamak, farklı bir yapı için kullanmak/ sarmak paketlemek",python,"2025-02-05 18:42:13"
candlestick,"finansal hareketleri görselleştirmek için kullanılan bir grafik türü/ mum çubuğu",python,"2025-02-05 18:45:03"
plotly,"etkileşimli veri görselleştirme kütüphanesi(grafik, harita, 3d görsel)(python, r, javascript)",python,"2025-02-05 22:25:05"
route,"yol, güzergah/ .com dan sonraki kısım, hangi sayfaya yönlendirileceği",python,"2025-02-05 23:15:13"
redirection,yönlendirme,python,"2025-02-06 18:15:57"
http,"web tarayıcılarının ve sunucularının iletişim kurmasını sağlayan iletişim protokolü",python,"2025-02-07 14:21:19"
"hypertext tranfer protocol","web tarayıcılarının ve sunucularının iletişim kurmasını sağlayan iletişim protokolü",python,"2025-02-07 14:21:43"
requests,"python'da http istekleri gönderen kütüphane",python,"2025-02-07 14:26:36"
httplib,"python 2'de http istemcilerini oluşturan kütüphane",python,"2025-02-07 14:40:36"
payload,"bir veri paketi veya isteği üzerinde taşınan asıl veri",python,"2025-02-07 14:42:35"
layout,"düzen, yerleşim",python,"2025-02-07 14:49:18"
head,"html sayfasının başlık bilgileri",python,"2025-02-07 14:54:37"
"html tag","web sayfasının içeriğini ve yapısını tanımlamayan işaret öğreleri",python,"2025-02-07 14:56:51"
"ancor tag","link etiketi, başka bir sayfaya-adrese yönlendirebilir",python,"2025-02-07 15:04:59"
descendant,"alt öğe, alt soy/ torun",python,"2025-02-07 15:07:20"
beautifulsoup,"python'da xml ve http dosyalarını analiz eden, veri çeken kütüphane",python,"2025-02-07 15:10:11"
navigate,"yönlendirmek, yolunu bulmak",python,"2025-02-07 15:28:49"
scrapy,"python'da open source, web tarayıcı framework'ü",python,"2025-02-07 16:29:26"
"api key","bir uygulamanın veya kullanıcının bir apiye erişimini tanımlayan ve yetkilendiren benzersiz kod",python,"2025-02-07 17:13:01"
authorize,yetkilendirmek,python,"2025-02-07 17:14:40"
endpoint,"bir apinin etkileşime girdiği url, web adresi",python,"2025-02-07 17:15:48"
"navigable string","beautiful soup kütüphanesinde yer alan xml html belgelerindeki metin içeriğinin nesne türü",python,"2025-02-07 17:18:31"
transcribe,"ses dosyasındaki metni yazılı hale getirme",python,"2025-02-07 17:20:00"
stock,"hisse senedi","stock market","2025-02-07 17:52:45"
requirement,gereksinim,"stock market","2025-02-07 17:54:54"
deploy,"dağıtmak, yayınlamak, kullanıma sunmak","stock market","2025-02-07 17:56:30"
bond,"tahvil, kurumların borçlanmak için çıkardığı belirli zaman sonra fazi ödemesi yapan finansal araç","stock market","2025-02-07 21:37:00"
corporation,"şirket, kurum","stock market","2025-02-07 21:40:31"
"stock ticker","borsadaki hisse senedinin kodu, kısaltması","stock market","2025-02-07 21:44:36"
dividend,"bir şirketin hissedarlarına karından yaptığı düzenli ödemeler","stock market","2025-02-07 21:51:53"
share,hisse,"stock market","2025-02-07 21:56:21"
fluctuate,"dalgalanmak, sürekli olarak değişmek","stock market","2025-02-07 21:57:19"
soar,"yükselmek, tırmanmak","stock market","2025-02-08 12:45:51"
outstanding,"olağanüstü/bekleyen, tamamlanmamış","stock market","2025-02-08 13:00:39"
"outstanding share","yatırımcıların elde tuttukları hisseler, dolaşımda, ödenmemiş","stock market","2025-02-08 13:01:57"
badge,rozet,python,"2025-02-08 17:28:24"
rdbms,"ilişkisel veri tabanı yönetim sistemi (mysql, postgresql)","structured query language","2025-02-08 19:44:09"
